,Adams,Allen,Anderson,Bailey,Baker,Barnes,Bell,Bennett,Brooks,Brown,Butler,Campbell,Carter,Clark,Collins,Cook,Cooper,Cox,Cruz,Davis,Diaz,Edwards,Evans,Fisher,Flores,Foster,Garcia,Gomez,Gonzalez,Gray,Green,Gutierrez,Hall,Harris,Hernandez,Hill,Howard,Hughes,Jackson,James,Jenkins,Johnson,Jones,Kelly,King,Lee,Lewis,Long,Lopez,Martin,Martinez,Miller,Mitchell,Moore,Morales,Morgan,Morris,Murphy,Myers,Nelson,Nguyen,Ortiz,Parker,Perez,Perry,Peterson,Phillips,Powell,Price,Ramirez,Reed,Reyes,Richardson,Rivera,Roberts,Robinson,Rodriguez,Rogers,Ross,Russell,Sanchez,Sanders,Scott,Smith,Stewart,Sullivan,Taylor,Thomas,Thompson,Torres,Turner,Walker,Ward,Watson,White,Williams,Wilson,Wood,Wright,Young
Russell,"-0,1631701632","-0,0699300699","0,8484848485","-0,1981351981","-0,0815850816","-0,0699300699","0,8484848485","-0,1748251748","-0,0932400932","-0,1748251748","-0,0233100233","0,8834498834","-0,1864801865","-0,0699300699","-0,0815850816","0,8484848485","-0,034965035","0,8484848485","-0,2214452214","-0,034965035","-0,2564102564","-0,0932400932","-0,0582750583","-0,0932400932","-0,1165501166","-0,0466200466","-0,034965035","-0,034965035","-0,0699300699","0,9883449883","-0,1515151515","-0,0699300699","-0,0699300699","-0,0699300699","-0,0699300699","-0,2097902098","-0,0466200466","-0,2214452214","-0,0582750583","-0,1981351981","0,8484848485","0,8717948718","-0,1748251748","-0,0582750583","-0,1748251748","-0,0582750583","-0,1748251748","-0,0233100233","-0,0116550117","-0,034965035","-0,0116550117","-0,0699300699","-0,0582750583","-0,1165501166","-0,0582750583","-0,1748251748","0,8717948718","-0,0582750583","-0,1515151515","-0,0932400932","-0,0466200466","-0,1748251748",0,"-0,1515151515","-0,2680652681","-0,0233100233","-0,1165501166","-0,0116550117","-0,0815850816","-0,0466200466","-0,034965035","-0,0466200466","-0,0233100233","-0,1398601399","-0,1282051282","-0,1864801865","0,8834498834","-0,034965035","-0,0466200466","-0,1165501166","-0,034965035","-0,034965035","-0,0233100233","-0,1282051282","-0,1981351981","-0,1048951049","-0,2331002331","-0,0233100233","-0,0233100233","-0,1748251748","-0,0932400932","-0,1631701632","-0,0582750583","-0,1864801865","-0,034965035","-0,034965035","-0,2097902098","-0,0582750583","-0,0466200466","-0,0466200466"
Sanchez,"-0,048951049","-0,020979021","-0,0454545455","-0,0594405594","-0,0244755245","-0,020979021","-0,0454545455","-0,0524475524","-0,027972028","-0,0524475524","-0,006993007","-0,034965035","-0,0559440559","-0,020979021","-0,0244755245","-0,0454545455","-0,0104895105","-0,0454545455","-0,0664335664","-0,0104895105","-0,0769230769","-0,027972028","-0,0174825175","-0,027972028","-0,034965035","-0,013986014","0,9895104895","-0,0104895105","-0,020979021","-0,0034965035","-0,0454545455","-0,020979021","-0,020979021","-0,020979021","-0,020979021","-0,0629370629","-0,013986014","-0,0664335664","-0,0174825175","-0,0594405594","-0,0454545455","-0,0384615385","-0,0524475524","-0,0174825175","-0,0524475524","-0,0174825175","-0,0524475524","-0,006993007","-0,0034965035","-0,0104895105","-0,0034965035","-0,020979021","-0,0174825175","-0,034965035","-0,0174825175","-0,0524475524","-0,0384615385","-0,0174825175","-0,0454545455","-0,027972028","-0,013986014","-0,0524475524",0,"-0,0454545455","-0,0804195804","-0,006993007","-0,034965035","-0,0034965035","-0,0244755245","-0,013986014","0,9895104895","-0,013986014","-0,006993007","-0,041958042","-0,0384615385","-0,0559440559","-0,034965035","-0,0104895105","-0,013986014","-0,034965035","-0,0104895105","0,9895104895","-0,006993007","-0,0384615385","-0,0594405594","-0,0314685315","-0,0699300699","-0,006993007","-0,006993007","-0,0524475524","-0,027972028","-0,048951049","-0,0174825175","-0,0559440559","-0,0104895105","-0,0104895105","-0,0629370629","-0,0174825175","-0,013986014","-0,013986014"
Sanders,"-0,048951049","-0,020979021","-0,0454545455","-0,0594405594","-0,0244755245","-0,020979021","-0,0454545455","-0,0524475524","-0,027972028","-0,0524475524","-0,006993007","-0,034965035","-0,0559440559","-0,020979021","-0,0244755245","-0,0454545455","-0,0104895105","-0,0454545455","-0,0664335664","-0,0104895105","-0,0769230769","-0,027972028","-0,0174825175","-0,027972028","-0,034965035","-0,013986014","-0,0104895105","0,9895104895","-0,020979021","-0,0034965035","-0,0454545455","-0,020979021","-0,020979021","-0,020979021","-0,020979021","-0,0629370629","-0,013986014","-0,0664335664","-0,0174825175","-0,0594405594","-0,0454545455","-0,0384615385","-0,0524475524","-0,0174825175","-0,0524475524","-0,0174825175","-0,0524475524","-0,006993007","-0,0034965035","-0,0104895105","-0,0034965035","-0,020979021","-0,0174825175","-0,034965035","-0,0174825175","-0,0524475524","-0,0384615385","-0,0174825175","-0,0454545455","-0,027972028","-0,013986014","-0,0524475524",0,"-0,0454545455","-0,0804195804","-0,006993007","-0,034965035","-0,0034965035","-0,0244755245","-0,013986014","-0,0104895105","-0,013986014","-0,006993007","-0,041958042","-0,0384615385","-0,0559440559","-0,034965035","-0,0104895105","-0,013986014","-0,034965035","0,9895104895","-0,0104895105","-0,006993007","-0,0384615385","-0,0594405594","-0,0314685315","-0,0699300699","0,993006993","-0,006993007","-0,0524475524","-0,027972028","-0,048951049","-0,0174825175","-0,0559440559","-0,0104895105","-0,0104895105","-0,0629370629","-0,0174825175","-0,013986014","-0,013986014"
Scott,"-0,0326340326","-0,013986014","-0,0303030303","-0,0396270396","-0,0163170163","-0,013986014","-0,0303030303","-0,034965035","-0,0186480186","-0,034965035","-0,0046620047","-0,0233100233","-0,0372960373","-0,013986014","-0,0163170163","-0,0303030303","-0,006993007","-0,0303030303","-0,0442890443","-0,006993007","-0,0512820513","-0,0186480186","-0,0116550117","-0,0186480186","-0,0233100233","0,9906759907","-0,006993007","-0,006993007","-0,013986014","-0,0023310023","-0,0303030303","-0,013986014","-0,013986014","-0,013986014","-0,013986014","-0,041958042","-0,0093240093","-0,0442890443","-0,0116550117","-0,0396270396","-0,0303030303","-0,0256410256","-0,034965035","-0,0116550117","-0,034965035","-0,0116550117","-0,034965035","-0,0046620047","-0,0023310023","-0,006993007","-0,0023310023","0,986013986","-0,0116550117","-0,0233100233","-0,0116550117","-0,034965035","-0,0256410256","-0,0116550117","-0,0303030303","-0,0186480186","-0,0093240093","-0,034965035",0,"-0,0303030303","-0,0536130536","-0,0046620047","-0,0233100233","-0,0023310023","-0,0163170163","-0,0093240093","-0,006993007","-0,0093240093","-0,0046620047","-0,027972028","-0,0256410256","-0,0372960373","-0,0233100233","-0,006993007","-0,0093240093","-0,0233100233","-0,006993007","-0,006993007","-0,0046620047","-0,0256410256","-0,0396270396","-0,020979021","-0,0466200466","-0,0046620047","-0,0046620047","-0,034965035","-0,0186480186","-0,0326340326","-0,0116550117","-0,0372960373","-0,006993007","-0,006993007","-0,041958042","-0,0116550117","-0,0093240093","-0,0093240093"
Smith,"-0,1794871795","-0,0769230769","0,8333333333","-0,2179487179","-0,0897435897","-0,0769230769","0,8333333333","-0,1923076923","-0,1025641026","-0,1923076923","-0,0256410256","0,8717948718","-0,2051282051","-0,0769230769","-0,0897435897","0,8333333333","-0,0384615385","0,8333333333","-0,2435897436","-0,0384615385","-0,2820512821","-0,1025641026","-0,0641025641","-0,1025641026","0,8717948718","-0,0512820513","-0,0384615385","-0,0384615385","-0,0769230769","-0,0128205128","-0,1666666667","-0,0769230769","-0,0769230769","-0,0769230769","-0,0769230769","-0,2307692308","-0,0512820513","-0,2435897436","-0,0641025641","-0,2179487179","0,8333333333","-0,141025641","-0,1923076923","-0,0641025641","-0,1923076923","-0,0641025641","-0,1923076923","-0,0256410256","-0,0128205128","-0,0384615385","-0,0128205128","-0,0769230769","0,9358974359","0,8717948718","-0,0641025641","-0,1923076923","-0,141025641","-0,0641025641","-0,1666666667","-0,1025641026","-0,0512820513","-0,1923076923",0,"-0,1666666667","-0,2948717949","-0,0256410256","0,8717948718","-0,0128205128","-0,0897435897","-0,0512820513","-0,0384615385","-0,0512820513","-0,0256410256","-0,1538461538","-0,141025641","-0,2051282051","0,8717948718","-0,0384615385","-0,0512820513","-0,1282051282","-0,0384615385","-0,0384615385","-0,0256410256","-0,141025641","-0,2179487179","-0,1153846154","-0,2564102564","-0,0256410256","-0,0256410256","-0,1923076923","-0,1025641026","-0,1794871795","-0,0641025641","-0,2051282051","-0,0384615385","-0,0384615385","-0,2307692308","-0,0641025641","-0,0512820513","-0,0512820513"
Stewart,"0,7226107226","-0,1188811189","-0,2575757576","-0,3368298368","-0,1386946387","-0,1188811189","-0,2575757576","0,7027972028","-0,1585081585","0,7027972028","-0,0396270396","-0,1981351981","0,682983683","-0,1188811189","-0,1386946387","-0,2575757576","-0,0594405594","-0,2575757576","0,6235431235","-0,0594405594","0,5641025641","-0,1585081585","-0,0990675991","-0,1585081585","-0,1981351981","-0,0792540793","-0,0594405594","-0,0594405594","-0,1188811189","-0,0198135198","-0,2575757576","-0,1188811189","-0,1188811189","-0,1188811189","-0,1188811189","0,6433566434","-0,0792540793","0,6235431235","-0,0990675991","0,6631701632","-0,2575757576","-0,2179487179","0,7027972028","-0,0990675991","-0,2972027972","-0,0990675991","0,7027972028","-0,0396270396","-0,0198135198","-0,0594405594","-0,0198135198","-0,1188811189","-0,0990675991","-0,1981351981","-0,0990675991","0,7027972028","-0,2179487179","-0,0990675991","-0,2575757576","-0,1585081585","-0,0792540793","0,7027972028",0,"-0,2575757576","0,5442890443","-0,0396270396","-0,1981351981","-0,0198135198","-0,1386946387","-0,0792540793","-0,0594405594","-0,0792540793","-0,0396270396","-0,2377622378","-0,2179487179","-0,317016317","-0,1981351981","-0,0594405594","-0,0792540793","-0,1981351981","-0,0594405594","-0,0594405594","-0,0396270396","-0,2179487179","-0,3368298368","-0,1783216783","0,6037296037","-0,0396270396","-0,0396270396","0,7027972028","-0,1585081585","-0,2773892774","-0,0990675991","-0,317016317","-0,0594405594","-0,0594405594","0,6433566434","-0,0990675991","-0,0792540793","-0,0792540793"
Sullivan,"-0,1468531469","-0,0629370629","-0,1363636364","-0,1783216783","-0,0734265734","-0,0629370629","-0,1363636364","-0,1573426573","-0,0839160839","-0,1573426573","-0,020979021","-0,1048951049","-0,1678321678","-0,0629370629","-0,0734265734","-0,1363636364","-0,0314685315","-0,1363636364","-0,1993006993","-0,0314685315","-0,2307692308","-0,0839160839","-0,0524475524","-0,0839160839","-0,1048951049","-0,041958042","-0,0314685315","-0,0314685315","-0,0629370629","-0,0104895105","-0,1363636364","0,9370629371","-0,0629370629","-0,0629370629","-0,0629370629","0,8111888112","-0,041958042","0,8006993007","-0,0524475524","0,8216783217","-0,1363636364","-0,1153846154","0,8426573427","-0,0524475524","0,8426573427","-0,0524475524","-0,1573426573","-0,020979021","-0,0104895105","-0,0314685315","-0,0104895105","-0,0629370629","-0,0524475524","-0,1048951049","-0,0524475524","-0,1573426573","-0,1153846154","-0,0524475524","-0,1363636364","-0,0839160839","-0,041958042","0,8426573427",0,"-0,1363636364","0,7587412587","-0,020979021","-0,1048951049","-0,0104895105","-0,0734265734","-0,041958042","-0,0314685315","-0,041958042","-0,020979021","-0,1258741259","-0,1153846154","-0,1678321678","-0,1048951049","-0,0314685315","-0,041958042","-0,1048951049","-0,0314685315","-0,0314685315","-0,020979021","-0,1153846154","-0,1783216783","-0,0944055944","-0,2097902098","-0,020979021","-0,020979021","0,8426573427","-0,0839160839","-0,1468531469","-0,0524475524","-0,1678321678","-0,0314685315","-0,0314685315","-0,1888111888","-0,0524475524","-0,041958042","-0,041958042"
Taylor,"0,6736596737","-0,1398601399","-0,303030303","0,6037296037","-0,1631701632","-0,1398601399","-0,303030303","-0,3496503497","-0,1864801865","0,6503496503","-0,0466200466","-0,2331002331","0,627039627","-0,1398601399","-0,1631701632","-0,303030303","-0,0699300699","-0,303030303","0,5571095571","-0,0699300699","0,4871794872","-0,1864801865","-0,1165501166","-0,1864801865","-0,2331002331","-0,0932400932","-0,0699300699","-0,0699300699","-0,1398601399","-0,0233100233","0,696969697","-0,1398601399","-0,1398601399","-0,1398601399","-0,1398601399","0,5804195804","-0,0932400932","0,5571095571","-0,1165501166","0,6037296037","-0,303030303","-0,2564102564","-0,3496503497","-0,1165501166","0,6503496503","-0,1165501166","0,6503496503","-0,0466200466","-0,0233100233","-0,0699300699","-0,0233100233","-0,1398601399","-0,1165501166","-0,2331002331","-0,1165501166","-0,3496503497","-0,2564102564","-0,1165501166","0,696969697","-0,1864801865","-0,0932400932","-0,3496503497",0,"0,696969697","0,4638694639","-0,0466200466","-0,2331002331","-0,0233100233","-0,1631701632","-0,0932400932","-0,0699300699","-0,0932400932","-0,0466200466","0,7202797203","-0,2564102564","0,627039627","-0,2331002331","-0,0699300699","-0,0932400932","-0,2331002331","-0,0699300699","-0,0699300699","-0,0466200466","-0,2564102564","0,6037296037","-0,2097902098","-0,4662004662","-0,0466200466","-0,0466200466","-0,3496503497","-0,1864801865","0,6736596737","-0,1165501166","0,627039627","-0,0699300699","-0,0699300699","-0,4195804196","-0,1165501166","-0,0932400932","-0,0932400932"
Thomas,"-0,0326340326","-0,013986014","-0,0303030303","-0,0396270396","-0,0163170163","-0,013986014","-0,0303030303","-0,034965035","-0,0186480186","-0,034965035","-0,0046620047","-0,0233100233","-0,0372960373","-0,013986014","-0,0163170163","-0,0303030303","-0,006993007","-0,0303030303","-0,0442890443","-0,006993007","-0,0512820513","-0,0186480186","-0,0116550117","-0,0186480186","-0,0233100233","0,9906759907","-0,006993007","-0,006993007","-0,013986014","-0,0023310023","-0,0303030303","-0,013986014","-0,013986014","-0,013986014","-0,013986014","-0,041958042","-0,0093240093","-0,0442890443","-0,0116550117","-0,0396270396","-0,0303030303","-0,0256410256","-0,034965035","-0,0116550117","-0,034965035","-0,0116550117","-0,034965035","-0,0046620047","-0,0023310023","-0,006993007","-0,0023310023","-0,013986014","-0,0116550117","-0,0233100233","-0,0116550117","-0,034965035","-0,0256410256","-0,0116550117","-0,0303030303","-0,0186480186","-0,0093240093","-0,034965035",0,"-0,0303030303","-0,0536130536","-0,0046620047","-0,0233100233","-0,0023310023","-0,0163170163","-0,0093240093","-0,006993007","-0,0093240093","-0,0046620047","-0,027972028","-0,0256410256","-0,0372960373","-0,0233100233","-0,006993007","-0,0093240093","-0,0233100233","-0,006993007","0,993006993","-0,0046620047","-0,0256410256","-0,0396270396","-0,020979021","-0,0466200466","-0,0046620047","-0,0046620047","-0,034965035","-0,0186480186","-0,0326340326","-0,0116550117","-0,0372960373","-0,006993007","-0,006993007","-0,041958042","-0,0116550117","-0,0093240093","-0,0093240093"
Thompson,"-0,0326340326","-0,013986014","-0,0303030303","-0,0396270396","-0,0163170163","-0,013986014","-0,0303030303","-0,034965035","-0,0186480186","-0,034965035","-0,0046620047","-0,0233100233","-0,0372960373","-0,013986014","-0,0163170163","-0,0303030303","-0,006993007","-0,0303030303","-0,0442890443","-0,006993007","-0,0512820513","-0,0186480186","-0,0116550117","-0,0186480186","-0,0233100233","-0,0093240093","-0,006993007","-0,006993007","-0,013986014","-0,0023310023","-0,0303030303","-0,013986014","-0,013986014","-0,013986014","-0,013986014","-0,041958042","-0,0093240093","-0,0442890443","-0,0116550117","-0,0396270396","-0,0303030303","-0,0256410256","-0,034965035","-0,0116550117","-0,034965035","-0,0116550117","-0,034965035","-0,0046620047","-0,0023310023","-0,006993007","-0,0023310023","-0,013986014","-0,0116550117","-0,0233100233","-0,0116550117","-0,034965035","-0,0256410256","-0,0116550117","-0,0303030303","-0,0186480186","-0,0093240093","-0,034965035",0,"-0,0303030303","-0,0536130536","-0,0046620047","-0,0233100233","-0,0023310023","-0,0163170163","0,9906759907","-0,006993007","-0,0093240093","-0,0046620047","-0,027972028","-0,0256410256","-0,0372960373","-0,0233100233","-0,006993007","-0,0093240093","-0,0233100233","-0,006993007","-0,006993007","-0,0046620047","-0,0256410256","-0,0396270396","-0,020979021","-0,0466200466","-0,0046620047","-0,0046620047","-0,034965035","-0,0186480186","-0,0326340326","-0,0116550117","-0,0372960373","0,993006993","-0,006993007","-0,041958042","-0,0116550117","-0,0093240093","-0,0093240093"
Torres,"-0,2447552448","-0,1048951049","-0,2272727273","-0,2972027972","-0,1223776224","-0,1048951049","-0,2272727273","0,7377622378","0,8601398601","-0,2622377622","-0,034965035","-0,1748251748","-0,2797202797","-0,1048951049","-0,1223776224","-0,2272727273","-0,0524475524","-0,2272727273","-0,3321678322","-0,0524475524","0,6153846154","0,8601398601","-0,0874125874","-0,1398601399","-0,1748251748","-0,0699300699","-0,0524475524","-0,0524475524","-0,1048951049","-0,0174825175","-0,2272727273","0,8951048951","-0,1048951049","-0,1048951049","-0,1048951049","0,6853146853","-0,0699300699","-0,3321678322","-0,0874125874","-0,2972027972","-0,2272727273","-0,1923076923","0,7377622378","-0,0874125874","-0,2622377622","-0,0874125874","0,7377622378","-0,034965035","-0,0174825175","-0,0524475524","-0,0174825175","-0,1048951049","-0,0874125874","-0,1748251748","-0,0874125874","0,7377622378","-0,1923076923","-0,0874125874","-0,2272727273","0,8601398601","-0,0699300699","0,7377622378",0,"-0,2272727273","0,5979020979","-0,034965035","-0,1748251748","-0,0174825175","-0,1223776224","-0,0699300699","-0,0524475524","-0,0699300699","-0,034965035","-0,2097902098","-0,1923076923","-0,2797202797","-0,1748251748","-0,0524475524","-0,0699300699","-0,1748251748","-0,0524475524","-0,0524475524","-0,034965035","-0,1923076923","0,7027972028","0,8426573427","-0,3496503497","-0,034965035","-0,034965035","-0,2622377622","-0,1398601399","-0,2447552448","-0,0874125874","-0,2797202797","-0,0524475524","-0,0524475524","0,6853146853","-0,0874125874","-0,0699300699","-0,0699300699"
Turner,"-0,1305361305","-0,0559440559","-0,1212121212","-0,1585081585","-0,0652680653","-0,0559440559","-0,1212121212","-0,1398601399","-0,0745920746","-0,1398601399","-0,0186480186","-0,0932400932","-0,1491841492","0,9440559441","-0,0652680653","-0,1212121212","-0,027972028","-0,1212121212","-0,1771561772","-0,027972028","-0,2051282051","-0,0745920746","-0,0466200466","-0,0745920746","-0,0932400932","-0,0372960373","-0,027972028","-0,027972028","-0,0559440559","-0,0093240093","-0,1212121212","-0,0559440559","-0,0559440559","0,9440559441","-0,0559440559","-0,1678321678","-0,0372960373","-0,1771561772","-0,0466200466","-0,1585081585","-0,1212121212","-0,1025641026","-0,1398601399","0,9533799534","-0,1398601399","0,9533799534","-0,1398601399","-0,0186480186","-0,0093240093","-0,027972028","-0,0093240093","-0,0559440559","-0,0466200466","-0,0932400932","-0,0466200466","-0,1398601399","-0,1025641026","-0,0466200466","-0,1212121212","0,9254079254","-0,0372960373","-0,1398601399",0,"-0,1212121212","-0,2144522145","-0,0186480186","-0,0932400932","-0,0093240093","-0,0652680653","-0,0372960373","-0,027972028","-0,0372960373","-0,0186480186","-0,1118881119","0,8974358974","-0,1491841492","-0,0932400932","-0,027972028","-0,0372960373","-0,0932400932","-0,027972028","-0,027972028","-0,0186480186","-0,1025641026","-0,1585081585","-0,0839160839","-0,1864801865","-0,0186480186","-0,0186480186","-0,1398601399","-0,0745920746","-0,1305361305","0,9533799534","-0,1491841492","-0,027972028","-0,027972028","-0,1678321678","-0,0466200466","0,9627039627","-0,0372960373"
Walker,"0,7715617716","-0,0979020979","-0,2121212121","-0,2773892774","-0,1142191142","-0,0979020979","-0,2121212121","0,7552447552","-0,1305361305","-0,2447552448","-0,0326340326","-0,1631701632","-0,2610722611","-0,0979020979","-0,1142191142","-0,2121212121","-0,048951049","-0,2121212121","0,68997669","-0,048951049","-0,358974359","-0,1305361305","-0,0815850816","-0,1305361305","-0,1631701632","-0,0652680653","-0,048951049","-0,048951049","-0,0979020979","-0,0163170163","-0,2121212121","-0,0979020979","-0,0979020979","-0,0979020979","0,9020979021","-0,2937062937","-0,0652680653","-0,31002331","-0,0815850816","-0,2773892774","-0,2121212121","-0,1794871795","-0,2447552448","-0,0815850816","0,7552447552","-0,0815850816","-0,2447552448","-0,0326340326","-0,0163170163","-0,048951049","-0,0163170163","-0,0979020979","-0,0815850816","-0,1631701632","-0,0815850816","0,7552447552","-0,1794871795","-0,0815850816","0,7878787879","-0,1305361305","-0,0652680653","-0,2447552448",0,"0,7878787879","0,6247086247","-0,0326340326","-0,1631701632","-0,0163170163","-0,1142191142","-0,0652680653","-0,048951049","-0,0652680653","-0,0326340326","0,8041958042","-0,1794871795","0,7389277389","-0,1631701632","-0,048951049","0,9347319347","-0,1631701632","-0,048951049","-0,048951049","-0,0326340326","-0,1794871795","-0,2773892774","-0,1468531469","0,6736596737","-0,0326340326","-0,0326340326","-0,2447552448","-0,1305361305","-0,2284382284","-0,0815850816","0,7389277389","-0,048951049","-0,048951049","-0,2937062937","-0,0815850816","-0,0652680653","-0,0652680653"
Ward,"-0,0815850816","-0,034965035","-0,0757575758","-0,0990675991","-0,0407925408","-0,034965035","-0,0757575758","-0,0874125874","-0,0466200466","-0,0874125874","-0,0116550117","-0,0582750583","-0,0932400932","0,965034965","-0,0407925408","-0,0757575758","0,9825174825","-0,0757575758","-0,1107226107","-0,0174825175","-0,1282051282","-0,0466200466","-0,0291375291","-0,0466200466","-0,0582750583","-0,0233100233","-0,0174825175","-0,0174825175","-0,034965035","-0,0058275058","-0,0757575758","-0,034965035","-0,034965035","-0,034965035","-0,034965035","-0,1048951049","-0,0233100233","-0,1107226107","-0,0291375291","-0,0990675991","-0,0757575758","-0,0641025641","-0,0874125874","-0,0291375291","-0,0874125874","-0,0291375291","-0,0874125874","-0,0116550117","-0,0058275058","-0,0174825175","-0,0058275058","-0,034965035","-0,0291375291","-0,0582750583","-0,0291375291","-0,0874125874","-0,0641025641","-0,0291375291","-0,0757575758","0,9533799534","-0,0233100233","-0,0874125874",0,"-0,0757575758","-0,134032634","-0,0116550117","-0,0582750583","-0,0058275058","-0,0407925408","-0,0233100233","-0,0174825175","-0,0233100233","-0,0116550117","-0,0699300699","-0,0641025641","-0,0932400932","-0,0582750583","-0,0174825175","-0,0233100233","-0,0582750583","-0,0174825175","-0,0174825175","-0,0116550117","-0,0641025641","-0,0990675991","-0,0524475524","-0,1165501166","-0,0116550117","-0,0116550117","-0,0874125874","0,9533799534","-0,0815850816","-0,0291375291","-0,0932400932","-0,0174825175","-0,0174825175","-0,1048951049","-0,0291375291","0,9766899767","-0,0233100233"
Watson,"-0,2610722611","-0,1118881119","-0,2424242424","0,682983683","-0,1305361305","-0,1118881119","-0,2424242424","0,7202797203","-0,1491841492","0,7202797203","-0,0372960373","-0,1864801865","0,7016317016","-0,1118881119","-0,1305361305","-0,2424242424","-0,0559440559","-0,2424242424","0,6456876457","-0,0559440559","0,5897435897","-0,1491841492","-0,0932400932","-0,1491841492","-0,1864801865","-0,0745920746","-0,0559440559","-0,0559440559","-0,1118881119","-0,0186480186","0,7575757576","-0,1118881119","-0,1118881119","-0,1118881119","0,8881118881","-0,3356643357","-0,0745920746","0,6456876457","-0,0932400932","-0,317016317","-0,2424242424","-0,2051282051","-0,2797202797","-0,0932400932","0,7202797203","-0,0932400932","-0,2797202797","-0,0372960373","-0,0186480186","-0,0559440559","-0,0186480186","-0,1118881119","-0,0932400932","-0,1864801865","-0,0932400932","0,7202797203","-0,2051282051","0,9067599068","-0,2424242424","-0,1491841492","-0,0745920746","-0,2797202797",0,"-0,2424242424","-0,4289044289","-0,0372960373","-0,1864801865","-0,0186480186","-0,1305361305","-0,0745920746","-0,0559440559","-0,0745920746","-0,0372960373","0,7762237762","-0,2051282051","0,7016317016","-0,1864801865","-0,0559440559","-0,0745920746","-0,1864801865","-0,0559440559","-0,0559440559","-0,0372960373","-0,2051282051","-0,317016317","-0,1678321678","0,627039627","-0,0372960373","-0,0372960373","-0,2797202797","-0,1491841492","0,7389277389","-0,0932400932","-0,2983682984","-0,0559440559","-0,0559440559","-0,3356643357","-0,0932400932","-0,0745920746","-0,0745920746"
White,"-0,048951049","-0,020979021","-0,0454545455","-0,0594405594","-0,0244755245","-0,020979021","-0,0454545455","-0,0524475524","-0,027972028","-0,0524475524","-0,006993007","-0,034965035","-0,0559440559","-0,020979021","-0,0244755245","-0,0454545455","-0,0104895105","-0,0454545455","-0,0664335664","0,9895104895","-0,0769230769","-0,027972028","-0,0174825175","-0,027972028","-0,034965035","-0,013986014","-0,0104895105","-0,0104895105","-0,020979021","-0,0034965035","-0,0454545455","-0,020979021","-0,020979021","-0,020979021","-0,020979021","-0,0629370629","-0,013986014","-0,0664335664","-0,0174825175","-0,0594405594","-0,0454545455","-0,0384615385","-0,0524475524","-0,0174825175","-0,0524475524","-0,0174825175","-0,0524475524","-0,006993007","-0,0034965035","-0,0104895105","-0,0034965035","-0,020979021","-0,0174825175","-0,034965035","-0,0174825175","-0,0524475524","-0,0384615385","-0,0174825175","-0,0454545455","-0,027972028","-0,013986014","-0,0524475524",0,"-0,0454545455","-0,0804195804","-0,006993007","-0,034965035","-0,0034965035","0,9755244755","-0,013986014","-0,0104895105","-0,013986014","-0,006993007","-0,041958042","-0,0384615385","-0,0559440559","-0,034965035","-0,0104895105","-0,013986014","-0,034965035","-0,0104895105","-0,0104895105","-0,006993007","-0,0384615385","-0,0594405594","-0,0314685315","-0,0699300699","-0,006993007","0,993006993","-0,0524475524","-0,027972028","-0,048951049","-0,0174825175","-0,0559440559","-0,0104895105","-0,0104895105","-0,0629370629","-0,0174825175","-0,013986014","-0,013986014"
Williams,"-0,048951049","-0,020979021","-0,0454545455","-0,0594405594","-0,0244755245","0,979020979","-0,0454545455","-0,0524475524","-0,027972028","-0,0524475524","-0,006993007","-0,034965035","-0,0559440559","-0,020979021","-0,0244755245","-0,0454545455","-0,0104895105","-0,0454545455","-0,0664335664","-0,0104895105","-0,0769230769","-0,027972028","-0,0174825175","-0,027972028","-0,034965035","-0,013986014","-0,0104895105","-0,0104895105","-0,020979021","-0,0034965035","-0,0454545455","-0,020979021","-0,020979021","-0,020979021","-0,020979021","-0,0629370629","-0,013986014","-0,0664335664","-0,0174825175","-0,0594405594","-0,0454545455","-0,0384615385","-0,0524475524","-0,0174825175","-0,0524475524","-0,0174825175","-0,0524475524","-0,006993007","-0,0034965035","-0,0104895105","-0,0034965035","-0,020979021","-0,0174825175","-0,034965035","-0,0174825175","-0,0524475524","-0,0384615385","-0,0174825175","-0,0454545455","-0,027972028","-0,013986014","-0,0524475524",0,"-0,0454545455","-0,0804195804","-0,006993007","-0,034965035","-0,0034965035","0,9755244755","-0,013986014","-0,0104895105","-0,013986014","-0,006993007","-0,041958042","0,9615384615","-0,0559440559","-0,034965035","-0,0104895105","-0,013986014","-0,034965035","-0,0104895105","-0,0104895105","-0,006993007","-0,0384615385","-0,0594405594","-0,0314685315","-0,0699300699","-0,006993007","-0,006993007","-0,0524475524","-0,027972028","-0,048951049","-0,0174825175","-0,0559440559","-0,0104895105","-0,0104895105","-0,0629370629","-0,0174825175","-0,013986014","-0,013986014"
